order_details_id,order_id,pizza_id,quantity,order_datetime,order_type
161,69,bbq_ckn_l,1,2015-01-04 21:58:25,Delivery
162,70,ital_veggie_s,1,2015-01-01 18:36:07,Dine-in
163,70,soppressata_l,1,2015-01-01 18:36:07,Dine-in
164,71,thai_ckn_l,1,2015-01-04 19:52:38,Delivery
165,72,spinach_fet_l,1,2015-01-10 12:36:36,Delivery
166,73,thai_ckn_s,1,2015-01-02 13:52:36,Delivery
167,74,five_cheese_l,1,2015-01-10 18:29:47,Dine-in
168,74,mexicana_l,1,2015-01-10 18:29:47,Dine-in
169,74,spin_pesto_s,1,2015-01-10 18:29:47,Dine-in
170,74,spinach_supr_l,1,2015-01-10 18:29:47,Dine-in
171,75,ital_supr_s,1,2015-01-01 15:19:29,Dine-in
172,75,mediterraneo_l,1,2015-01-01 15:19:29,Dine-in
173,75,napolitana_l,1,2015-01-01 15:19:29,Dine-in
174,76,big_meat_s,1,2015-01-06 20:37:37,Dine-in
175,76,hawaiian_l,1,2015-01-06 20:37:37,Dine-in
176,76,ital_veggie_l,1,2015-01-06 20:37:37,Dine-in
177,76,spicy_ital_l,1,2015-01-06 20:37:37,Dine-in
178,77,bbq_ckn_m,1,2015-01-02 18:43:15,Delivery
179,77,hawaiian_m,1,2015-01-02 18:43:15,Delivery
180,78,big_meat_s,1,2015-01-01 21:48:14,Delivery
181,78,classic_dlx_s,1,2015-01-01 21:48:14,Delivery
182,78,four_cheese_l,1,2015-01-01 21:48:14,Delivery
183,78,ital_cpcllo_m,1,2015-01-01 21:48:14,Delivery
184,78,spicy_ital_l,3,2015-01-01 21:48:14,Delivery
185,78,thai_ckn_s,1,2015-01-01 21:48:14,Delivery
186,79,ital_cpcllo_l,1,2015-01-02 22:15:37,Takeaway
187,79,pep_msh_pep_s,1,2015-01-02 22:15:37,Takeaway
188,79,thai_ckn_l,1,2015-01-02 22:15:37,Takeaway
189,80,pepperoni_s,1,2015-01-01 13:49:52,Delivery
190,80,thai_ckn_m,1,2015-01-01 13:49:52,Delivery
191,81,thai_ckn_l,1,2015-01-01 15:56:07,Dine-in
192,82,big_meat_s,1,2015-01-04 19:21:34,Dine-in
193,82,cali_ckn_m,1,2015-01-04 19:21:34,Dine-in
194,82,spicy_ital_l,1,2015-01-04 19:21:34,Dine-in
195,82,veggie_veg_m,1,2015-01-04 19:21:34,Dine-in
196,83,southw_ckn_s,1,2015-01-10 14:37:08,Takeaway
197,84,pepperoni_l,1,2015-01-01 14:09:20,Delivery
198,85,classic_dlx_m,1,2015-01-01 20:19:40,Takeaway
199,85,classic_dlx_s,1,2015-01-01 20:19:40,Takeaway
200,85,ital_supr_l,1,2015-01-01 20:19:40,Takeaway
201,85,the_greek_m,1,2015-01-01 20:19:40,Takeaway
202,86,hawaiian_l,1,2015-01-01 22:52:04,Delivery
203,87,ital_cpcllo_m,1,2015-01-07 20:40:18,Takeaway
204,87,mexicana_m,1,2015-01-07 20:40:18,Takeaway
205,87,spinach_supr_l,1,2015-01-07 20:40:18,Takeaway
206,87,spinach_supr_s,1,2015-01-07 20:40:18,Takeaway
207,88,five_cheese_l,1,2015-01-04 18:01:56,Takeaway
208,89,soppressata_l,1,2015-01-01 16:02:47,Delivery
209,89,thai_ckn_l,1,2015-01-01 16:02:47,Delivery
210,90,sicilian_l,1,2015-01-05 18:41:15,Dine-in
211,90,thai_ckn_s,1,2015-01-05 18:41:15,Dine-in
212,91,bbq_ckn_l,2,2015-01-03 16:07:17,Takeaway
213,91,ckn_pesto_s,1,2015-01-03 16:07:17,Takeaway
214,91,pepperoni_s,1,2015-01-03 16:07:17,Takeaway
215,92,bbq_ckn_m,1,2015-01-07 17:08:11,Takeaway
216,92,ital_supr_l,1,2015-01-07 17:08:11,Takeaway
217,92,ital_supr_m,1,2015-01-07 17:08:11,Takeaway
218,92,ital_veggie_s,1,2015-01-07 17:08:11,Takeaway
219,92,pepperoni_m,1,2015-01-07 17:08:11,Takeaway
220,92,peppr_salami_m,1,2015-01-07 17:08:11,Takeaway
221,92,spinach_fet_s,1,2015-01-07 17:08:11,Takeaway
222,92,spinach_supr_s,1,2015-01-07 17:08:11,Takeaway
223,92,the_greek_m,2,2015-01-07 17:08:11,Takeaway
224,93,sicilian_m,1,2015-01-01 13:27:15,Dine-in
225,94,ital_cpcllo_m,1,2015-01-01 21:20:04,Takeaway
226,94,southw_ckn_s,1,2015-01-01 21:20:04,Takeaway
227,95,napolitana_s,1,2015-01-01 20:50:02,Takeaway
228,95,peppr_salami_l,1,2015-01-01 20:50:02,Takeaway
229,96,napolitana_s,1,2015-01-01 19:32:06,Takeaway
230,97,big_meat_s,1,2015-01-04 22:59:51,Delivery
231,98,classic_dlx_l,1,2015-01-04 14:33:31,Dine-in
232,98,napolitana_l,1,2015-01-04 14:33:31,Dine-in
233,99,ital_supr_l,1,2015-01-02 12:51:30,Delivery
234,100,hawaiian_l,1,2015-01-01 21:03:13,Takeaway
235,101,cali_ckn_l,1,2015-01-01 22:47:23,Delivery
236,101,pepperoni_l,1,2015-01-01 22:47:23,Delivery
237,101,soppressata_l,1,2015-01-01 22:47:23,Delivery
238,101,spicy_ital_m,1,2015-01-01 22:47:23,Delivery
239,102,bbq_ckn_s,1,2015-01-01 18:52:47,Takeaway
240,102,prsc_argla_s,1,2015-01-01 18:52:47,Takeaway
241,103,spinach_supr_s,1,2015-01-01 12:24:32,Takeaway
242,104,bbq_ckn_m,1,2015-01-01 20:31:04,Delivery
243,104,ckn_alfredo_m,1,2015-01-01 20:31:04,Delivery
244,104,ital_veggie_m,1,2015-01-01 20:31:04,Delivery
245,104,veggie_veg_l,1,2015-01-01 20:31:04,Delivery
246,105,hawaiian_s,2,2015-01-01 12:11:07,Dine-in
247,105,pepperoni_l,1,2015-01-01 12:11:07,Dine-in
248,105,prsc_argla_m,1,2015-01-01 12:11:07,Dine-in
249,106,mexicana_l,1,2015-01-04 18:01:01,Dine-in
250,106,spicy_ital_l,1,2015-01-04 18:01:01,Dine-in
251,107,cali_ckn_l,1,2015-01-13 14:46:53,Delivery
252,107,ital_supr_m,1,2015-01-13 14:46:53,Delivery
253,107,spicy_ital_l,1,2015-01-13 14:46:53,Delivery
254,107,veggie_veg_l,1,2015-01-13 14:46:53,Delivery
255,108,classic_dlx_l,1,2015-01-03 21:49:38,Takeaway
256,108,hawaiian_l,1,2015-01-03 21:49:38,Takeaway
257,108,spinach_supr_l,1,2015-01-03 21:49:38,Takeaway
258,109,ital_cpcllo_l,1,2015-01-04 16:47:37,Delivery
259,109,ital_supr_l,1,2015-01-04 16:47:37,Delivery
260,109,pepperoni_m,1,2015-01-04 16:47:37,Delivery
261,109,prsc_argla_l,1,2015-01-04 16:47:37,Delivery
262,110,big_meat_s,1,2015-01-02 21:52:41,Takeaway
263,110,napolitana_l,1,2015-01-02 21:52:41,Takeaway
264,110,soppressata_l,1,2015-01-02 21:52:41,Takeaway
265,110,spicy_ital_s,1,2015-01-02 21:52:41,Takeaway
266,111,cali_ckn_m,1,2015-01-01 14:11:34,Dine-in
267,111,five_cheese_l,1,2015-01-01 14:11:34,Dine-in
268,111,pepperoni_m,1,2015-01-01 14:11:34,Dine-in
269,111,spin_pesto_l,1,2015-01-01 14:11:34,Dine-in
270,112,pepperoni_s,1,2015-01-02 15:49:37,Delivery
271,113,cali_ckn_l,1,2015-01-03 22:45:54,Dine-in
272,113,mexicana_l,1,2015-01-03 22:45:54,Dine-in
273,113,southw_ckn_m,1,2015-01-03 22:45:54,Dine-in
274,114,pepperoni_l,1,2015-01-16 13:25:50,Takeaway
275,114,sicilian_s,1,2015-01-16 13:25:50,Takeaway
276,115,big_meat_s,1,2015-01-01 18:20:59,Takeaway
277,115,napolitana_l,1,2015-01-01 18:20:59,Takeaway
278,115,thai_ckn_m,1,2015-01-01 18:20:59,Takeaway
279,116,five_cheese_l,1,2015-01-04 15:43:57,Dine-in
280,117,peppr_salami_m,1,2015-01-02 20:36:33,Dine-in
281,117,sicilian_l,1,2015-01-02 20:36:33,Dine-in
282,118,prsc_argla_l,1,2015-01-01 13:54:50,Dine-in
283,118,spinach_fet_s,1,2015-01-01 13:54:50,Dine-in
284,119,four_cheese_m,1,2015-01-09 16:35:59,Delivery
285,120,classic_dlx_s,1,2015-01-07 20:17:29,Takeaway
286,120,hawaiian_s,1,2015-01-07 20:17:29,Takeaway
287,120,spinach_fet_l,1,2015-01-07 20:17:29,Takeaway
288,121,bbq_ckn_m,1,2015-01-07 15:23:48,Delivery
289,121,four_cheese_l,1,2015-01-07 15:23:48,Delivery
290,121,sicilian_l,1,2015-01-07 15:23:48,Delivery
291,121,southw_ckn_l,1,2015-01-07 15:23:48,Delivery
292,122,ital_supr_m,1,2015-01-01 12:29:22,Dine-in
293,123,ital_cpcllo_s,1,2015-01-10 20:16:03,Dine-in
294,124,bbq_ckn_s,1,2015-01-01 17:15:34,Takeaway
295,124,sicilian_l,1,2015-01-01 17:15:34,Takeaway
296,124,spicy_ital_l,1,2015-01-01 17:15:34,Takeaway
297,124,the_greek_s,1,2015-01-01 17:15:34,Takeaway
298,125,the_greek_xl,1,2015-01-06 11:41:13,Delivery
299,126,veggie_veg_l,1,2015-01-15 19:16:21,Dine-in
300,127,pepperoni_m,1,2015-01-01 21:43:29,Delivery
301,128,spicy_ital_s,1,2015-01-01 13:11:02,Delivery
302,129,big_meat_s,1,2015-01-03 19:26:59,Delivery
303,129,the_greek_m,1,2015-01-03 19:26:59,Delivery
304,130,hawaiian_s,1,2015-01-01 20:59:10,Dine-in
305,130,ital_cpcllo_l,1,2015-01-01 20:59:10,Dine-in
306,130,mexicana_m,1,2015-01-01 20:59:10,Dine-in
307,130,southw_ckn_s,1,2015-01-01 20:59:10,Dine-in
308,131,ckn_pesto_l,1,2015-01-01 12:54:09,Takeaway
309,131,five_cheese_l,1,2015-01-01 12:54:09,Takeaway
310,131,green_garden_s,1,2015-01-01 12:54:09,Takeaway
311,131,spinach_supr_s,1,2015-01-01 12:54:09,Takeaway
312,132,pepperoni_s,1,2015-01-03 11:03:02,Delivery
313,133,bbq_ckn_l,1,2015-01-01 16:34:40,Delivery
314,133,hawaiian_l,1,2015-01-01 16:34:40,Delivery
315,133,the_greek_s,1,2015-01-01 16:34:40,Delivery
316,134,big_meat_s,1,2015-01-05 20:00:47,Takeaway
317,134,southw_ckn_l,1,2015-01-05 20:00:47,Takeaway
318,134,spinach_supr_s,1,2015-01-05 20:00:47,Takeaway
319,135,veggie_veg_l,1,2015-01-01 13:11:49,Delivery
320,136,five_cheese_l,1,2015-01-11 21:28:04,Delivery
321,136,peppr_salami_s,1,2015-01-11 21:28:04,Delivery
322,137,mediterraneo_l,1,2015-01-01 19:07:57,Delivery
323,137,pepperoni_s,1,2015-01-01 19:07:57,Delivery
324,137,spicy_ital_m,1,2015-01-01 19:07:57,Delivery
325,138,cali_ckn_m,1,2015-01-01 14:07:14,Takeaway
326,138,four_cheese_l,1,2015-01-01 14:07:14,Takeaway
327,138,ital_veggie_l,1,2015-01-01 14:07:14,Takeaway
328,138,sicilian_m,1,2015-01-01 14:07:14,Takeaway
329,139,five_cheese_l,1,2015-01-07 17:11:57,Delivery
330,140,prsc_argla_s,1,2015-01-01 22:35:47,Takeaway
331,140,veggie_veg_m,1,2015-01-01 22:35:47,Takeaway
332,141,classic_dlx_m,1,2015-01-04 13:47:49,Delivery
333,142,green_garden_m,1,2015-01-10 17:33:05,Dine-in
334,143,cali_ckn_s,1,2015-01-01 19:35:03,Takeaway
335,143,classic_dlx_s,1,2015-01-01 19:35:03,Takeaway
336,143,hawaiian_l,1,2015-01-01 19:35:03,Takeaway
337,143,mexicana_m,1,2015-01-01 19:35:03,Takeaway
338,143,pepperoni_l,1,2015-01-01 19:35:03,Takeaway
339,143,prsc_argla_s,1,2015-01-01 19:35:03,Takeaway
340,143,thai_ckn_l,1,2015-01-01 19:35:03,Takeaway
341,143,veggie_veg_m,1,2015-01-01 19:35:03,Takeaway
342,144,bbq_ckn_m,3,2015-01-04 13:54:22,Delivery
343,144,big_meat_s,1,2015-01-04 13:54:22,Delivery
344,144,cali_ckn_l,1,2015-01-04 13:54:22,Delivery
345,144,ckn_pesto_m,1,2015-01-04 13:54:22,Delivery
346,144,five_cheese_l,1,2015-01-04 13:54:22,Delivery
347,144,four_cheese_l,1,2015-01-04 13:54:22,Delivery
348,144,pep_msh_pep_s,1,2015-01-04 13:54:22,Delivery
349,144,southw_ckn_l,1,2015-01-04 13:54:22,Delivery
350,144,southw_ckn_s,1,2015-01-04 13:54:22,Delivery
351,144,spicy_ital_l,1,2015-01-04 13:54:22,Delivery
352,144,thai_ckn_m,1,2015-01-04 13:54:22,Delivery
353,144,veggie_veg_l,1,2015-01-04 13:54:22,Delivery
354,145,the_greek_s,1,2015-01-04 12:03:44,Dine-in
355,146,cali_ckn_l,1,2015-01-07 11:10:00,Delivery
356,146,four_cheese_m,1,2015-01-07 11:10:00,Delivery
357,146,hawaiian_m,1,2015-01-07 11:10:00,Delivery
358,147,the_greek_xl,1,2015-01-01 14:58:55,Delivery
359,148,mediterraneo_s,1,2015-01-01 12:02:33,Takeaway
360,149,spinach_fet_m,1,2015-01-06 20:09:14,Delivery
361,150,pepperoni_m,1,2015-01-05 22:11:03,Delivery
362,151,southw_ckn_l,1,2015-01-04 12:48:26,Takeaway
363,151,spinach_supr_s,1,2015-01-04 12:48:26,Takeaway
364,152,hawaiian_s,1,2015-01-05 15:08:12,Takeaway
365,152,spinach_fet_l,1,2015-01-05 15:08:12,Takeaway
366,152,thai_ckn_s,1,2015-01-05 15:08:12,Takeaway
367,152,the_greek_m,1,2015-01-05 15:08:12,Takeaway
368,153,mexicana_m,1,2015-01-01 11:20:54,Delivery
369,154,prsc_argla_s,1,2015-01-04 13:33:45,Takeaway
370,155,ckn_pesto_s,1,2015-01-05 14:21:46,Dine-in
371,155,napolitana_l,1,2015-01-05 14:21:46,Dine-in
372,155,pepperoni_l,1,2015-01-05 14:21:46,Dine-in
373,155,peppr_salami_l,1,2015-01-05 14:21:46,Dine-in
374,156,napolitana_m,1,2015-01-01 15:17:39,Delivery
375,156,thai_ckn_l,1,2015-01-01 15:17:39,Delivery
376,157,ital_supr_l,1,2015-01-13 22:43:31,Dine-in
377,157,mediterraneo_m,1,2015-01-13 22:43:31,Dine-in
378,157,sicilian_m,1,2015-01-13 22:43:31,Dine-in
379,157,spin_pesto_m,1,2015-01-13 22:43:31,Dine-in
380,158,ital_veggie_m,1,2015-01-06 15:05:08,Takeaway
381,158,thai_ckn_m,1,2015-01-06 15:05:08,Takeaway
382,159,four_cheese_l,1,2015-01-01 17:24:36,Dine-in
383,159,thai_ckn_m,1,2015-01-01 17:24:36,Dine-in
384,160,classic_dlx_m,1,2015-01-07 14:49:24,Takeaway
385,161,hawaiian_s,1,2015-01-01 11:44:56,Dine-in
386,161,spicy_ital_m,1,2015-01-01 11:44:56,Dine-in
387,161,the_greek_xl,1,2015-01-01 11:44:56,Dine-in
388,162,big_meat_s,1,2015-01-08 21:14:02,Takeaway
389,163,hawaiian_m,1,2015-01-10 12:00:38,Takeaway
390,163,pepperoni_l,1,2015-01-10 12:00:38,Takeaway
391,163,the_greek_m,1,2015-01-10 12:00:38,Takeaway
392,164,cali_ckn_l,1,2015-01-01 22:54:39,Delivery
393,164,pepperoni_m,1,2015-01-01 22:54:39,Delivery
394,165,prsc_argla_m,1,2015-01-09 13:39:15,Takeaway
395,166,prsc_argla_s,1,2015-01-06 19:17:16,Takeaway
396,167,bbq_ckn_l,1,2015-01-08 22:51:26,Takeaway
397,167,ital_supr_m,1,2015-01-08 22:51:26,Takeaway
398,167,pepperoni_m,1,2015-01-08 22:51:26,Takeaway
399,168,big_meat_s,1,2015-01-14 13:55:09,Takeaway
400,168,veggie_veg_m,1,2015-01-14 13:55:09,Takeaway
401,169,four_cheese_l,1,2015-01-02 15:43:52,Delivery
402,169,ital_cpcllo_s,1,2015-01-02 15:43:52,Delivery
403,169,sicilian_m,1,2015-01-02 15:43:52,Delivery
404,170,hawaiian_l,1,2015-01-01 20:30:00,Dine-in
405,171,napolitana_m,1,2015-01-01 11:19:50,Delivery
406,172,napolitana_s,1,2015-01-01 19:43:49,Dine-in
407,172,spinach_supr_m,1,2015-01-01 19:43:49,Dine-in
408,172,thai_ckn_l,1,2015-01-01 19:43:49,Dine-in
409,173,cali_ckn_m,1,2015-01-03 12:24:28,Takeaway
410,173,classic_dlx_m,1,2015-01-03 12:24:28,Takeaway
411,173,veggie_veg_l,1,2015-01-03 12:24:28,Takeaway
412,174,big_meat_s,1,2015-01-05 14:32:17,Takeaway
413,174,cali_ckn_l,1,2015-01-05 14:32:17,Takeaway
414,174,cali_ckn_m,1,2015-01-05 14:32:17,Takeaway
415,174,ital_cpcllo_m,1,2015-01-05 14:32:17,Takeaway
416,175,ital_supr_l,1,2015-01-05 13:09:51,Takeaway
417,176,cali_ckn_l,1,2015-01-08 21:28:31,Takeaway
418,176,peppr_salami_m,1,2015-01-08 21:28:31,Takeaway
419,177,napolitana_s,1,2015-01-04 13:54:36,Dine-in
